FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: BCC/FCC/other,PROPERTY: grain size ($\mu$m),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: Calculated Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature (celcius),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),feat_Co,feat_Si,feat_Ni,feat_Re,feat_Fe,feat_Zr,feat_Ru,feat_Ti,feat_Ta,feat_Al,feat_W,feat_Mo,feat_V,feat_Cu,feat_Nb,feat_Hf,feat_Cr,feat_Mn,Target_Energy,Target_Risk,Target_Price
Cr1 Mo1 Nb1 Ta1 V1 W1,BCC+Laves+Sec.,POWDER,other,0.54,,11.7,1072.0,C,25.0,,,,,,,7946.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,1977.0271177921957,0.30011955892655884,143.95871409424592
Cr1 Mo1 Nb1 Ta1 V1 W1,BCC+Laves+Sec.,POWDER,other,1.24,,11.7,1010.0,C,25.0,3416.0,,,5.3,,,7946.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,1977.0271177921957,0.30011955892655884,143.95871409424592
Cr1 Mo1 Nb1 Ta1 V1 W1,BCC+Laves+Sec.,POWDER,other,5.01,,11.7,991.3,C,25.0,3410.0,,,2.0,,,7946.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,1977.0271177921957,0.30011955892655884,143.95871409424592
Cr1 Mo1 Nb1 Ta1 V1 W1,BCC+Laves+Sec.,POWDER,other,10.8,,11.7,988.3,C,25.0,3338.0,,,1.9,,,7946.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,1977.0271177921957,0.30011955892655884,143.95871409424592
Cr1 Mo1 Nb1 Ta1 V1 W1,,CAST,other,,,11.7,704.6,C,25.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,1977.0271177921957,0.30011955892655884,143.95871409424592
Co1 Cr1 Cu1 Fe1 Ni1,FCC+B2,CAST,other,,,8.3,160.0,,,,,,,,,,,,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,181.67772741427635,0.3298720459499671,11.552113421680911
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,CAST,FCC,,,7.6,160.0,,,,,,,,189.0,,,,0.18181818181818182,0.0,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,182.47251239669424,0.3156073388429752,11.10606876033058
Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,other,,,7.1,458.0,,,,,,,,,,,,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,183.19943669103452,0.3025605873603595,10.698108484445711
Al1 Co0.667 Cr0.667 Cu0.667 Fe0.667 Ni0.667,FCC+BCC,CAST,other,,,6.6,498.0,,,,,,,,,,,,0.15386389850057672,0.0,0.15386389850057672,0.0,0.15386389850057672,0.0,0.0,0.0,0.0,0.2306805074971165,0.0,0.0,0.0,0.15386389850057672,0.0,0.0,0.15386389850057672,0.0,183.86587593055313,0.29059941450651555,10.324093283507548
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,FCC+BCC,CAST,other,,,6.3,560.0,,,,,,,,,,,,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,184.48173309618917,0.27954608274776216,9.978465463451611
Al1 Co0.5 Cr1 Fe0.147 Ni0.294,,,other,,,5.7,699.0,,,,,,,,,,,,0.17001020061203673,0.0,0.0999659979598776,0.0,0.0499829989799388,0.0,0.0,0.0,0.0,0.34002040122407345,0.0,0.0,0.0,0.0,0.0,0.0,0.34002040122407345,0.0,315.8042897895075,0.40018052579760943,12.25761858138559
Al1 Co0.298 Cr0.319 Cu0.106 Fe0.277 Ni0.128,,,other,,,5.1,728.0,,,,,,,,,,,,0.1400375939849624,0.0,0.06015037593984962,0.0,0.13016917293233082,0.0,0.0,0.0,0.0,0.4699248120300752,0.0,0.0,0.0,0.04981203007518797,0.0,0.0,0.149906015037594,0.0,211.85348652022972,0.27613360699353695,9.507797093335443
Al1 Co0.289 Cr0.158 Cu0.237 Fe0.816 Ni0.132,,,other,,,5.6,604.0,,,,,,,,,,,,0.10980243161094226,0.0,0.050151975683890584,0.0,0.31003039513677816,0.0,0.0,0.0,0.0,0.3799392097264438,0.0,0.0,0.0,0.09004559270516718,0.0,0.0,0.060030395136778124,0.0,129.38496691989087,0.18920686323754085,6.9221058017919646
Al1 Co0.278 Cr0.861 Cu0.167 Fe0.25 Ni0.222,,,other,,,5.6,790.0,,,,,,,,,,,,0.10007199424046077,0.0,0.07991360691144708,0.0,0.08999280057595392,0.0,0.0,0.0,0.0,0.3599712023038157,0.0,0.0,0.0,0.060115190784737225,0.0,0.0,0.3099352051835853,0.0,290.2672172677965,0.3514230819643863,9.56382275225908
Al1 Co0.395 Cr0.349 Fe0.326 Ni0.256,,,other,,,5.3,806.0,,,,,,,,,,,,0.16981943250214965,0.0,0.11006018916595015,0.0,0.14015477214101466,0.0,0.0,0.0,0.0,0.42992261392949277,0.0,0.0,0.0,0.0,0.0,0.0,0.15004299226139298,0.0,214.52458340548802,0.2721965195565247,10.750303996906537
Al1 Co0.255 Cr0.255 Cu0.106 Fe0.277 Ni0.234,,,other,,,5.1,811.0,,,,,,,,,,,,0.11988716502115657,0.0,0.11001410437235545,0.0,0.1302303714151387,0.0,0.0,0.0,0.0,0.47014574518100616,0.0,0.0,0.0,0.049835448989186654,0.0,0.0,0.11988716502115657,0.0,197.76588318094187,0.23462896989753063,9.030025944903565
Al1 Co0.442 Cr0.442 Fe0.256 Ni0.186,,,other,,,5.3,855.0,,,,,,,,,,,,0.1900257953568358,0.0,0.07996560619088565,0.0,0.11006018916595015,0.0,0.0,0.0,0.0,0.42992261392949277,0.0,0.0,0.0,0.0,0.0,0.0,0.1900257953568358,0.0,238.79156926387896,0.3203627697055283,11.617340276058485
Al1 Co0.256 Cr0.795 Cu0.128 Fe0.205 Ni0.179,,,other,,,5.4,802.0,,,,,,,,,,,,0.0998829496683574,0.0,0.06984003121342176,0.0,0.0799843932891143,0.0,0.0,0.0,0.0,0.39016777214202103,0.0,0.0,0.0,0.0499414748341787,0.0,0.0,0.31018337885290675,0.0,297.10079965782955,0.3539550844856723,9.555951578366175
Al1 Co0.277 Cr0.277 Cu0.106 Fe0.255 Ni0.213,,,other,,,5.1,799.0,,,,,,,,,,,,0.1301691729323308,0.0,0.10009398496240599,0.0,0.11983082706766915,0.0,0.0,0.0,0.0,0.4699248120300751,0.0,0.0,0.0,0.04981203007518795,0.0,0.0,0.1301691729323308,0.0,204.29542476047843,0.25137335236740366,9.421529298057791
Al1 Co0.465 Cr0.512 Fe0.186 Ni0.163,,,other,,,5.3,857.0,,,,,,,,,,,,0.1999140154772141,0.0,0.07007738607050731,0.0,0.07996560619088564,0.0,0.0,0.0,0.0,0.42992261392949266,0.0,0.0,0.0,0.0,0.0,0.0,0.22012037833190026,0.0,258.7942494693228,0.3521802442452596,12.240475710681594
Al1 Co0.298 Cr0.404 Cu0.106 Fe0.213 Ni0.106,,,other,,,5.1,855.0,,,,,,,,,,,,0.14010343206393983,0.0,0.049835448989186654,0.0,0.10014104372355431,0.0,0.0,0.0,0.0,0.47014574518100616,0.0,0.0,0.0,0.049835448989186654,0.0,0.0,0.1899388810531265,0.0,237.8052633343064,0.30833462546263174,9.873630549989775
Al1 Co0.465 Cr0.442 Fe0.209 Ni0.209,,,other,,,5.3,816.0,,,,,,,,,,,,0.19999999999999998,0.0,0.08989247311827955,0.0,0.08989247311827955,0.0,0.0,0.0,0.0,0.4301075268817204,0.0,0.0,0.0,0.0,0.0,0.0,0.19010752688172042,0.0,241.9079493773451,0.3281837114165533,12.131843103254079
Al1 Co0.304 Cr0.5 Cu0.109 Fe0.152 Ni0.109,,,other,,,5.1,811.0,,,,,,,,,,,,0.13983440662373506,0.0,0.05013799448022079,0.0,0.06991720331186753,0.0,0.0,0.0,0.0,0.45998160073597055,0.0,0.0,0.0,0.05013799448022079,0.0,0.0,0.22999080036798528,0.0,263.0426600712727,0.3382167228963697,10.303460813815462
Al1 Co0.318 Cr0.5 Cu0.114 Fe0.205 Ni0.136,,,other,,,5.2,790.0,,,,,,,,,,,,0.13990321161460625,0.0,0.05983282006159261,0.0,0.09018917729872414,0.0,0.0,0.0,0.0,0.43994720633523976,0.0,0.0,0.0,0.05015398152221733,0.0,0.0,0.21997360316761988,0.0,252.52504483917312,0.3261049750418054,10.172553867735036
Al1 Co0.442 Cr0.558 Fe0.186 Ni0.14,,,other,,,5.2,855.0,,,,,,,,,,,,0.19002579535683575,0.0,0.06018916595012898,0.0,0.07996560619088564,0.0,0.0,0.0,0.0,0.42992261392949266,0.0,0.0,0.0,0.0,0.0,0.0,0.23989681857265693,0.0,269.3721288628684,0.3600866288866159,11.978564105030312
Al1 Co0.419 Cr0.558 Fe0.233 Ni0.116,,,other,,,5.2,856.0,,,,,,,,,,,,0.18013757523645743,0.0,0.04987102321582115,0.0,0.1001719690455718,0.0,0.0,0.0,0.0,0.42992261392949266,0.0,0.0,0.0,0.0,0.0,0.0,0.23989681857265693,0.0,266.31523121954945,0.3524357030294962,11.4608084779009
Al1 Co0.298 Cr0.426 Cu0.106 Fe0.191 Ni0.106,,,other,,,5.1,859.0,,,,,,,,,,,,0.14010343206393983,0.0,0.049835448989186654,0.0,0.08979783732957218,0.0,0.0,0.0,0.0,0.47014574518100616,0.0,0.0,0.0,0.049835448989186654,0.0,0.0,0.20028208744710863,0.0,245.0170063955988,0.3165923560630412,10.004135091620128
Al1 Co0.558 Cr0.512 Fe0.116 Ni0.14,,,other,,,5.3,875.0,,,,,,,,,,,,0.23989681857265688,0.0,0.06018916595012897,0.0,0.049871023215821146,0.0,0.0,0.0,0.0,0.4299226139294926,0.0,0.0,0.0,0.0,0.0,0.0,0.2201203783319002,0.0,261.99120116405874,0.3846140099797365,13.635329127108111
Al1 Co0.581 Cr0.512 Fe0.116 Ni0.116,,,other,,,5.3,865.0,,,,,,,,,,,,0.24989247311827953,0.0,0.049892473118279566,0.0,0.049892473118279566,0.0,0.0,0.0,0.0,0.4301075268817204,0.0,0.0,0.0,0.0,0.0,0.0,0.22021505376344086,0.0,261.5184192453116,0.393090517321087,13.883308589417826
Al1 Co0.558 Cr0.535 Fe0.116 Ni0.116,,,other,,,5.3,868.0,,,,,,,,,,,,0.24,0.0,0.049892473118279566,0.0,0.049892473118279566,0.0,0.0,0.0,0.0,0.4301075268817204,0.0,0.0,0.0,0.0,0.0,0.0,0.23010752688172043,0.0,267.05908161732134,0.39295678261499156,13.631895284102102
Al1 Co0.535 Cr0.488 Fe0.186 Ni0.116,,,other,,,5.3,863.0,,,,,,,,,,,,0.23010752688172043,0.0,0.049892473118279566,0.0,0.07999999999999999,0.0,0.0,0.0,0.0,0.4301075268817204,0.0,0.0,0.0,0.0,0.0,0.0,0.20989247311827955,0.0,252.0208158689588,0.3691195476894787,12.999281000874502
Al1 Co0.255 Cr0.426 Cu0.106 Fe0.234 Ni0.106,,,other,,,5.0,843.0,,,,,,,,,,,,0.11988716502115657,0.0,0.049835448989186654,0.0,0.11001410437235545,0.0,0.0,0.0,0.0,0.47014574518100616,0.0,0.0,0.0,0.049835448989186654,0.0,0.0,0.20028208744710863,0.0,242.42996197767542,0.29988028185022536,9.209370960010192
Al1 Co0.349 Cr0.395 Cu0.116 Fe0.326 Ni0.14,,,other,,,5.3,794.0,,,,,,,,,,,,0.15004299226139292,0.0,0.06018916595012898,0.0,0.14015477214101463,0.0,0.0,0.0,0.0,0.42992261392949266,0.0,0.0,0.0,0.04987102321582115,0.0,0.0,0.16981943250214962,0.0,217.2814879190939,0.2932953322067584,9.878415947408529
Al1 Co0.238 Cr0.714 Cu0.119 Fe0.167 Ni0.143,,,other,,,5.2,783.0,,,,,,,,,,,,0.09995800083998323,0.0,0.060058798824023533,0.0,0.07013859722805546,0.0,0.0,0.0,0.0,0.41999160016799675,0.0,0.0,0.0,0.049979000419991614,0.0,0.0,0.29987400251994967,0.0,296.96801445377633,0.352501495770116,9.492930271437672
Al1 Co0.234 Cr0.468 Cu0.106 Fe0.213 Ni0.106,,,other,,,5.0,797.0,,,,,,,,,,,,0.11001410437235545,0.0,0.049835448989186654,0.0,0.10014104372355431,0.0,0.0,0.0,0.0,0.47014574518100616,0.0,0.0,0.0,0.049835448989186654,0.0,0.0,0.2200282087447109,0.0,254.99266706486827,0.3074984561627482,9.068623122841197
Al1 Co0.277 Cr0.426 Cu0.106 Fe0.213 Ni0.106,,,other,,,5.0,805.0,,,,,,,,,,,,0.13016917293233082,0.0,0.04981203007518797,0.0,0.10009398496240601,0.0,0.0,0.0,0.0,0.4699248120300752,0.0,0.0,0.0,0.04981203007518797,0.0,0.0,0.20018796992481203,0.0,243.6188525443376,0.30826147878674054,9.610757910650193
Al0.853 Co0.647 Cr1 Fe0.147 Ni0.294,,,other,,,6.0,699.0,,,,,,,,,,,,0.21999319959197552,0.0,0.0999659979598776,0.0,0.0499829989799388,0.0,0.0,0.0,0.0,0.29003740224413466,0.0,0.0,0.0,0.0,0.0,0.0,0.34002040122407345,0.0,307.3940871938575,0.42602283362792953,13.638603869103147
Al1 Co0.149 Cr0.34 Cu0.191 Fe0.34 Ni0.106,,,other,,,5.1,749.0,,,,,,,,,,,,0.07008466603951082,0.0,0.04985888993414864,0.0,0.15992474129821263,0.0,0.0,0.0,0.0,0.4703668861712136,0.0,0.0,0.0,0.08984007525870179,0.0,0.0,0.15992474129821263,0.0,208.64492567964706,0.24356701102468503,7.0156928991634775
Al1 Co0.326 Cr0.488 Cu0.116 Fe0.279 Ni0.116,,,other,,,5.3,828.0,,,,,,,,,,,,0.14021505376344084,0.0,0.049892473118279566,0.0,0.12,0.0,0.0,0.0,0.0,0.4301075268817204,0.0,0.0,0.0,0.049892473118279566,0.0,0.0,0.20989247311827955,0.0,241.38468416605733,0.31682374532306123,9.858792266888816
Al1 Co0.383 Cr0.319 Cu0.106 Fe0.213 Ni0.106,,,other,,,5.1,849.0,,,,,,,,,,,,0.18006582040432537,0.0,0.049835448989186654,0.0,0.10014104372355431,0.0,0.0,0.0,0.0,0.47014574518100616,0.0,0.0,0.0,0.049835448989186654,0.0,0.0,0.14997649271274097,0.0,215.2376657750887,0.30943254185227165,10.930630428090408
Al1 Co0.426 Cr0.383 Cu0.106 Fe0.106 Ni0.106,BCC+B2,,other,,,5.1,883.0,,,,,,,,,,,,0.20028208744710863,0.0,0.049835448989186654,0.0,0.049835448989186654,0.0,0.0,0.0,0.0,0.47014574518100616,0.0,0.0,0.0,0.049835448989186654,0.0,0.0,0.18006582040432537,0.0,238.6373227777528,0.34990504753345547,12.09816897680951
Al1 Co0.419 Cr0.465 Fe0.279 Ni0.163,,,other,,,5.3,864.0,,,,,,,,,,,,0.18013757523645743,0.0,0.07007738607050731,0.0,0.11994840928632847,0.0,0.0,0.0,0.0,0.42992261392949266,0.0,0.0,0.0,0.0,0.0,0.0,0.1999140154772141,0.0,242.52731117897764,0.32041208699702284,11.230870735607994
Al1 Co0.362 Cr0.34 Cu0.106 Fe0.213 Ni0.106,,,other,,,5.1,841.0,,,,,,,,,,,,0.1701927597555242,0.0,0.04983544898918664,0.0,0.10014104372355428,0.0,0.0,0.0,0.0,0.47014574518100605,0.0,0.0,0.0,0.04983544898918664,0.0,0.0,0.15984955336154208,0.0,220.7859293119154,0.3091626181505954,10.67076608645159
Al1 Co0.558 Cr0.535 Fe0.116 Ni0.116,,,other,,,5.3,868.0,,,,,,,,,,,,0.24,0.0,0.049892473118279566,0.0,0.049892473118279566,0.0,0.0,0.0,0.0,0.4301075268817204,0.0,0.0,0.0,0.0,0.0,0.0,0.23010752688172043,0.0,267.05908161732134,0.39295678261499156,13.631895284102102
Al1 Co0.581 Cr0.512 Fe0.116 Ni0.116,,,other,,,5.3,865.0,,,,,,,,,,,,0.24989247311827953,0.0,0.049892473118279566,0.0,0.049892473118279566,0.0,0.0,0.0,0.0,0.4301075268817204,0.0,0.0,0.0,0.0,0.0,0.0,0.22021505376344086,0.0,261.5184192453116,0.393090517321087,13.883308589417826
Al1 Co0.457 Cr0.391 Cu0.109 Fe0.109 Ni0.109,,,other,,,5.2,840.0,,,,,,,,,,,,0.2101149425287356,0.0,0.05011494252873563,0.0,0.05011494252873563,0.0,0.0,0.0,0.0,0.4597701149425287,0.0,0.0,0.0,0.05011494252873563,0.0,0.0,0.17977011494252873,0.0,237.10264086061747,0.3555923200319144,12.39384506461283
Al1 Co0.512 Cr0.512 Fe0.186 Ni0.116,,,other,,,5.3,882.0,,,,,,,,,,,,0.22012037833190026,0.0,0.04987102321582115,0.0,0.07996560619088564,0.0,0.0,0.0,0.0,0.42992261392949266,0.0,0.0,0.0,0.0,0.0,0.0,0.22012037833190026,0.0,257.71415463916094,0.3690956413757421,12.745087560135879
Al1 Co0.512 Cr0.535 Fe0.163 Ni0.116,BCC+B2,,other,,,5.3,883.0,,,,,,,,,,,,0.22012037833190026,0.0,0.04987102321582115,0.0,0.07007738607050731,0.0,0.0,0.0,0.0,0.42992261392949266,0.0,0.0,0.0,0.0,0.0,0.0,0.23000859845227858,0.0,264.4816281780837,0.37687807726926675,12.869762564632271
Al1 Co0.465 Cr0.488 Fe0.209 Ni0.163,,,other,,,5.3,828.0,,,,,,,,,,,,0.20000000000000004,0.0,0.07010752688172044,0.0,0.08989247311827958,0.0,0.0,0.0,0.0,0.4301075268817205,0.0,0.0,0.0,0.0,0.0,0.0,0.20989247311827958,0.0,251.86916112443387,0.34426508205692913,12.11738432454864
Al1 Co0.512 Cr0.581 Fe0.116 Ni0.116,,,other,,,5.2,848.0,,,,,,,,,,,,0.22021505376344086,0.0,0.049892473118279566,0.0,0.049892473118279566,0.0,0.0,0.0,0.0,0.4301075268817204,0.0,0.0,0.0,0.0,0.0,0.0,0.24989247311827953,0.0,278.193130328693,0.3926880406068896,13.126676268734291
Al1 Co0.404 Cr0.404 Cu0.106 Fe0.106 Ni0.106,,,other,,,5.1,878.0,,,,,,,,,,,,0.1900282220131703,0.0,0.04985888993414864,0.0,0.04985888993414864,0.0,0.0,0.0,0.0,0.4703668861712136,0.0,0.0,0.0,0.04985888993414864,0.0,0.0,0.1900282220131703,0.0,244.30572536082255,0.34951436595572344,11.828406230912764
Al1 Co0.674 Cr0.419 Fe0.116 Ni0.116,,,other,,,5.3,782.0,,,,,,,,,,,,0.2898924731182796,0.0,0.049892473118279566,0.0,0.049892473118279566,0.0,0.0,0.0,0.0,0.4301075268817204,0.0,0.0,0.0,0.0,0.0,0.0,0.18021505376344085,0.0,239.29209337946514,0.39362699309919397,14.891851192408083
Cr0.286 Mo0.476 Nb1 Ta0.024 Ti0.31 V0.286,BCC+Sec.,POWDER,other,0.075,8.02,8.0,741.0,C,25.0,2680.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1301427371956339,0.010075566750629723,0.0,0.0,0.1998320738874895,0.12006717044500419,0.0,0.41981528127623846,0.0,0.12006717044500419,0.0,1428.4724544007595,0.275660986049986,85.53080990614022
Al1 Co1 Ni1 Ti1,BCC+B2,POWDER,other,,,5.7,672.0,C,25.0,,,,,,,,,,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.1991219410817,0.20349550579311063,15.973764742557282
Al1 Fe1 Ni1 Ti1,BCC+B2,POWDER,other,,,5.5,666.0,C,25.0,,,,,,,,,,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.86306035165532,0.01659263952690216,7.269910238132955
Al1 Co1 Fe1 Ni1 Ti1,BCC+B2,POWDER,other,,,6.1,667.0,C,25.0,,,,,,,,,,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.26556459407215,0.16334983086340205,12.53357280927835
Al1 Cr1 Cu1 Fe1 Ni1,FCC+BCC+B2,POWDER,other,,,6.8,434.0,,,,,,,,,,,,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,195.85369174511786,0.22635015171555284,6.399310666770404
Al1 Cr1 Cu1 Fe1 Ni1,FCC+BCC+B2,POWDER,other,,,6.8,666.0,,,,,,,,,,,,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,195.85369174511786,0.22635015171555284,6.399310666770404
Al1 Cr1 Cu1 Fe1 Ni1,FCC+BCC+B2,POWDER,other,,,6.8,761.0,,,,,,,,,,,,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,195.85369174511786,0.22635015171555284,6.399310666770404
Al1 Cr1 Cu1 Fe1 Ni1,FCC+BCC+B2,POWDER,other,,,6.8,747.0,,,,,,,,,,,,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,195.85369174511786,0.22635015171555284,6.399310666770404
Al0.3 Co1 Cr1 Fe1 Ni1,FCC,CAST,FCC,,,7.6,132.0,C,300.0,,,,,,210.0,,,,0.23255813953488372,0.0,0.23255813953488372,0.0,0.23255813953488372,0.0,0.0,0.0,0.0,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,215.67595930705528,0.31684711030425505,12.716211240227096
Al0.3 Co1 Cr1 Fe1 Ni1,FCC,CAST,FCC,,,7.6,147.0,C,340.0,,,,,,210.0,,,,0.23255813953488372,0.0,0.23255813953488372,0.0,0.23255813953488372,0.0,0.0,0.0,0.0,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,215.67595930705528,0.31684711030425505,12.716211240227096
Al0.3 Co1 Cr1 Fe1 Ni1,FCC,CAST,FCC,,,7.6,165.0,C,430.0,,,,,,210.0,,,,0.23255813953488372,0.0,0.23255813953488372,0.0,0.23255813953488372,0.0,0.0,0.0,0.0,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,215.67595930705528,0.31684711030425505,12.716211240227096
Al1 Co1 Cr1 Fe1 Ni1,B2+BCC,CAST,other,204.0,,6.7,519.0,C,25.0,1631.0,,16.0,,,,,,,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,214.4657740453177,0.2938907067025828,11.88082435430201
Al1 Co1 Cr1 Fe1 Ni1,B2+BCC,CAST,other,185.0,,6.7,493.0,C,25.0,1209.0,,23.0,,,,,,,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,214.4657740453177,0.2938907067025828,11.88082435430201
Mo1 Nb1 Re0.5 W1,BCC,CAST,BCC,,,13.7,473.0,C,25.0,896.0,,10.4,7.08,,298.0,,,,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,2352.255171155312,0.3044741254387565,262.07842444799866
Co1 Cr1 Fe1 Mn1 Ni1,Other,POWDER,other,,7.5,8.0,410.9,T,25.0,,,,,184.0,,,,,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,185.37610912981455,0.3770692938659058,10.863425106990015
Al1 Co0.5 Cr0.5 Fe0.5 Ni0.5,BCC+B2,CAST,other,80.67,,5.9,581.7,C,25.0,1241.0,,9.98,,,,,,,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,213.02072149452437,0.2664790279865436,10.883309355092692
Al1 Co0.556 Cr0.556 Fe0.556 Ni0.556 Ti0.111,BCC+B2,CAST,other,66.93,,5.9,605.5,C,25.0,1324.0,,10.02,,,,,,,0.16671664167916042,0.0,0.16671664167916042,0.0,0.16671664167916042,0.0,0.0,0.033283358320839576,0.0,0.2998500749625187,0.0,0.0,0.0,0.0,0.0,0.0,0.16671664167916042,0.0,225.9017038321698,0.2627504919938448,11.152087333958221
Al1 Co0.667 Cr0.667 Fe0.667 Ni0.667 Ti0.333,BCC+B2,CAST,other,56.27,,6.1,641.7,C,25.0,1566.0,,11.85,,,,,,,0.16670832291927018,0.0,0.16670832291927018,0.0,0.16670832291927018,0.0,0.0,0.08322919270182454,0.0,0.2499375156210947,0.0,0.0,0.0,0.0,0.0,0.0,0.16670832291927018,0.0,244.53249284942106,0.25728492581033474,11.53831567853768
Al1 Co0.833 Cr0.833 Fe0.833 Ni0.833 Ti0.667,BCC+B2,CAST,other,49.95,,6.2,639.6,C,25.0,1503.0,,7.73,,,,,,,0.16663332666533306,0.0,0.16663332666533306,0.0,0.16663332666533306,0.0,0.0,0.13342668533706742,0.0,0.20004000800160032,0.0,0.0,0.0,0.0,0.0,0.0,0.16663332666533306,0.0,262.4692141379368,0.2519660561937506,11.908177144488388
Al1 Co1 Cr1 Fe1 Ni1 Ti1,BCC+B2+Laves,CAST,other,30.49,,6.2,703.0,C,25.0,1448.0,,6.18,,,,,,,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,273.9281575705105,0.24863797409343677,12.14689420931704
Al0.667 Co0.833 Cr0.833 Fe0.833 Ni0.833 Ti1,BCC+B2+Laves,CAST,other,22.03,,6.3,856.9,C,25.0,1272.0,,3.15,,,,,,,0.16663332666533304,0.0,0.16663332666533304,0.0,0.16663332666533304,0.0,0.0,0.2000400080016003,0.0,0.13342668533706742,0.0,0.0,0.0,0.0,0.0,0.0,0.16663332666533304,0.0,285.12412537295916,0.24533074285468298,12.378202777629731
